date,total_trades,total_notional,avg_leverage,total_pnl,avg_pnl,avg_pnl_rate
2024-06-06,234,137557.83376,1.0,274.173187,1.1716802863247862,0.002312033183609169
2024-06-07,24,2490.18429332,1.0,108.87217799999999,4.53634075,0.021287903342916113
2024-06-08,107,61478.393769969996,1.0,267.318048,2.4982995140186914,0.0770631653185445
2024-06-09,42,39047.114830000006,1.0,-1104.856765,-26.306113452380952,-0.2490233075343705
2024-06-10,22,300130.58184,1.0,130.487079,5.9312308636363635,0.0004957358183303506
2024-06-11,15,123906.91204000001,1.0,2817.83723,187.85581533333334,0.025696106750324868
2024-06-12,403,3471019.3051,1.0,-92624.643895,-229.83782604218362,0.060874126726516146
2024-07-01,97,1048850.051251,1.0,-835.681235,-8.615270463917525,-0.0014659876006680014
2024-07-02,15,6758.70464,1.0,241.24212,16.082808,0.018161287799247645
2024-07-04,23,49988.1611,1.0,0.0,0.0,0.0
2024-07-05,18,108717.587358,1.0,883.537693,49.08542738888889,0.010229862516919876
2024-07-06,440,1098588.8932400001,1.0,8902.467416,20.23288049090909,0.004439355856292894
2024-07-07,10,498.75,1.0,61.428942,6.1428942,0.12316580454607151
2024-07-08,33,2492.769600670129,1.0,188.789255,5.720886515151515,0.049121699063019414
2024-07-10,21,219984.64516000001,1.0,0.0,0.0,0.0
2024-07-11,113,111335.248923,1.0,4493.353136,39.764187044247784,0.1460693010358661
2024-07-12,304,451733.35789760563,1.0,85906.279067,282.5864442993421,0.08018624761783281
2024-08-01,128,1522452.47911,1.0,-269.874439,-2.1083940546875,-0.0011168904600843573
2024-08-02,10,26051.1241,1.0,770.756024,77.07560240000001,0.021876745392377175
2024-08-03,67,183583.229574,1.0,4271.886236,63.7594960597015,0.04670959429604656
2024-08-04,30,211940.64508,1.0,1218.4267,40.614223333333335,0.0017080645678893489
2024-08-05,13,65973.57249,1.0,1.56576,0.12044307692307693,0.003278006291100177
2024-08-06,29,97351.86465,1.0,129.13883900000002,4.453063413793104,0.0013990052764526436
2024-08-07,1,497.64,1.0,0.0,0.0,0.0
2024-08-08,9,16299.355026344874,1.0,-40.712216999999995,-4.5235796666666666,-0.02962734917944681
2024-08-09,1,0.10981749839999999,1.0,0.0,0.0,0.0
2024-08-10,36,434584.1281958693,1.0,5396.546638,149.90407327777777,0.011969984006570223
2024-08-11,39,270700.42376000003,1.0,-64.41354100000007,-1.6516292564102582,-0.01216597308697221
2024-08-12,420,932939.660374,1.0,15965.933436,38.014127228571425,0.03562927917749933
2024-09-01,70,870051.9215299999,1.0,-826.349863,-11.804998042857143,-0.0017712188580111287
2024-09-03,117,658178.765539,1.0,9949.501624,85.03847541880343,0.02477063800589302
2024-09-04,3,57063.83727,1.0,0.0,0.0,0.0
2024-09-05,28,221966.12848999997,1.0,1147.595856,40.985566285714285,0.00331540411819065
2024-09-06,17,22410.216839999997,1.0,0.0,0.0,0.0
2024-09-07,15,2736.4455,1.0,648.984412,43.265627466666665,0.2322769185050374
2024-09-08,144,503204.82161845063,1.0,18082.071276,125.56993941666666,0.01195432652377288
2024-09-09,2,4014.42,1.0,0.0,0.0,0.0
2024-09-10,14,220399.92491,1.0,396.06272,28.290194285714286,0.0014052197142445458
2024-09-11,86,193384.397206,1.0,102.90894,1.196615581395349,0.0020061472898885236
2024-09-12,539,983949.726508,1.0,6310.967676,11.708659881261596,0.02554510014135027
2024-10-01,193,2057479.485642,1.0,-1517.091342,-7.860576901554404,0.0010942519914578267
2024-10-03,42,219973.8624,1.0,2482.9272,59.117314285714286,0.027981370919520375
2024-10-04,41,351735.94638,1.0,5207.443414,127.01081497560976,0.013949453929989121
2024-10-05,22,156881.99536,1.0,2101.741695,95.53371340909092,0.009406223535563552
2024-10-06,53,46587.90546,1.0,31.266804999999998,0.589939716981132,0.0006987640649923153
2024-10-07,56,687900.18475,1.0,11977.734907,213.88812333928573,0.046102339982634244
2024-10-08,88,11339.27659695112,1.0,0.0,0.0,0.0
2024-10-09,3,2547.28609,1.0,-219.729659,-73.24321966666666,-0.08222840979562095
2024-10-10,16,300024.33151,1.0,0.0,0.0,0.0
2024-10-11,173,413636.714386,1.0,991.114334,5.728984589595376,0.0023683587103156393
2024-10-12,1596,3150423.8495111354,1.0,39325.770231,24.640206911654136,0.03073597996515652
2024-11-01,21,305314.08634,1.0,-164.08950099999998,-7.813785761904761,-0.0005472195068594851
2024-11-02,34,212311.821349,1.0,983.443176,28.924799294117648,0.02221595140188129
2024-11-03,42,176519.42601,1.0,3588.179495,85.43284511904761,0.041485119076015445
2024-11-04,16,76400.96631999999,1.0,389.743164,24.35894775,0.0019971554285073707
2024-11-05,9,63248.936779999996,1.0,251.604742,27.956082444444444,0.003969568655631121
2024-11-06,123,373279.909833,1.0,4320.631811,35.12708789430894,0.011491314549096146
2024-11-07,19,169887.01205999998,1.0,1876.812082,98.77958326315789,0.01035170553568813
2024-11-08,24,44230.218423,1.0,847.7766200000001,35.32402583333334,0.006781643187778241
2024-11-09,1,0.5380624473,1.0,0.0,0.0,0.0
2024-11-10,26,488904.16735649866,1.0,8885.327477,341.74336450000004,0.014341869189365518
2024-11-11,373,1570572.268259,1.0,6749.630996,18.09552545844504,0.0066308894612392795
2024-11-12,1221,2194098.364461,1.0,319051.554217,261.30348420720725,0.16532288953103938
2024-12-01,7,200082.27383999998,1.0,-1925.519024,-275.0741462857143,-0.005690485639946052
2024-12-02,16,227247.68179,1.0,913.8817869999998,57.11761168749999,-0.004654567824650793
2024-12-03,8,103040.842,1.0,3039.166,379.89575,0.05013706729735541
2024-12-04,129,442088.595023,1.0,-592.6458390000001,-4.594153790697676,0.008342322603475739
2024-12-05,23,55179.539282,1.0,0.0,0.0,0.0
2024-12-06,254,193407.9471,1.0,-21886.531493,-86.16744682283463,-0.048200756701514295
2024-12-07,19,89582.96714000001,1.0,1412.314654,74.33235021052631,0.049373177059141723
2024-12-08,48,54167.3325293208,1.0,858.6705000000001,17.88896875,0.0056075677784279306
2024-12-10,10,159713.39476,1.0,541.55471,54.155471,0.0037782642873788624
2024-12-11,171,1226354.4955799999,1.0,3494.399394,20.435084175438597,0.0027886015516715027
2024-12-12,1932,4557189.73703446,1.0,599151.795008,310.1199767122153,0.24189879004732093
2025-01-01,96,282582.080708,1.0,-9528.065345,-99.25068067708334,0.012564728833085861
2025-01-02,634,1363746.251289,1.0,32300.205017,50.946695610410096,0.02645633345220786
2025-01-03,174,263824.12591388,1.0,10596.108968,60.897177977011495,0.0367144604271849
2025-01-04,192,704445.12239,1.0,-2202.6622420000003,-11.472199177083334,-0.01564809818059688
2025-01-05,1230,10720240.60794,1.0,54536.829297000004,44.338885607317074,0.026556368929177992
2025-02-01,361,774674.85594,1.0,8716.519087,24.145482235457067,0.01767825050701756
2025-02-02,1319,5661092.351257195,1.0,162854.759623,123.46835452843062,0.008689782248747887
2025-02-03,532,6460848.75823,1.0,66914.320708,125.77879832330827,0.0299731867811755
2025-02-04,1076,3867930.737374,1.0,202212.740938,187.930056633829,0.05478768451046172
2025-03-01,508,771209.104457,1.0,6028.486793,11.867099986220472,0.011182387299158042
2025-03-02,2380,22592901.397937045,1.0,348871.326269,146.58459086932774,0.06287353544677866
2025-03-03,1482,8244590.617822,1.0,616413.032233,415.9332201302294,0.05577542893150533
2025-03-04,1748,8670233.201231001,1.0,-2365.961276,-1.353524757437071,-0.0008717708808476997
2025-04-01,371,1826029.677386,1.0,2553.537968,6.882851665768194,0.019559762760645583
2025-04-02,2512,15678409.382138,1.0,416876.88812,165.9541752070064,0.01599811736480457
2025-04-03,2402,11124247.007898001,1.0,182075.566585,75.80165136761032,0.013658621632248413
2025-04-04,1272,3835545.73728,1.0,-25515.678949999998,-20.05949602987421,9.873638650260433e-05
2025-05-01,239,451943.5077764512,1.0,3187.719363,13.337737920502093,0.027639320159941205
2025-05-02,1297,8743231.55327,1.0,56706.235562,43.721075992289904,0.010304313853364088
2025-05-03,1660,9193653.8498,1.0,269328.365917,162.24600356445782,0.04069330450460953
2025-05-04,360,1267564.24297765,1.0,35907.33771,99.74260475,0.020051653573963133
2025-06-01,573,556527.062831,1.0,6064.185393,10.583220581151831,0.006306819430069924
2025-06-02,1703,2818508.789804,1.0,33803.799733,19.84955944392249,0.022221591906998402
2025-06-03,760,6765325.028567,1.0,16101.125561,21.18569152763158,0.004377499728014487
2025-06-04,1048,3551252.0569633464,1.0,47053.449272,44.89832945801527,0.011109504645236265
2025-07-01,637,1313178.1710339999,1.0,16098.227531,25.271942748822607,0.030343250988951687
2025-07-02,1524,3460263.544349,1.0,22450.002091,14.730972500656167,0.005291405763698529
2025-07-03,2552,19854275.554943,1.0,150236.061627,58.86993010462382,0.021935841171158026
2025-07-04,2814,14460253.178459,1.0,34527.370305,12.269854408315563,-0.0028926552209545607
2025-08-01,1039,3177275.100449,1.0,130117.090554,125.23300342059672,0.02185115575543606
2025-08-02,575,839735.3870250001,1.0,586.703253,1.0203534834782608,0.0018617108552266468
2025-08-03,529,892083.4479949999,1.0,24700.773359,46.69333338185255,0.022033976420242518
2025-08-04,943,8869391.44792445,1.0,34899.394798,37.00890222481442,0.00606042205818576
2025-09-01,522,1020733.193007,1.0,46975.928902,89.99220096168582,0.017931679848609623
2025-09-02,764,2920919.6308292,1.0,150551.829492,197.05736844502616,0.02291544722614719
2025-09-03,1422,10419697.999238,1.0,19773.457395,13.905384947257385,0.008731321747574442
2025-09-04,3967,28556805.94634,1.0,43120.444797,10.86978694151752,-0.007109183004397323
2025-10-01,819,6547449.582684,1.0,-10116.875552,-12.352717401709402,0.028416080705754153
2025-10-02,889,3624958.646305,1.0,63908.49465,71.88807047244094,0.007900802164359585
2025-10-03,2911,16811790.415495,1.0,-10010.027269999999,-3.438690233596702,0.00015143110499092578
2025-10-04,2127,28741953.615789194,1.0,158261.822261,74.40612236060178,0.013426540690471587
2025-11-01,283,1658098.721674,1.0,2269.080536,8.017952424028268,0.0047436546939535066
2025-11-02,848,2797544.226785,1.0,-6093.784817,-7.186067001179245,-0.018594864733112434
2025-11-03,3286,14016952.17719,1.0,-76880.729036,-23.3964482763238,-0.00542209110376676
2025-11-04,1096,11319327.182071,1.0,126406.479081,115.33437872354014,0.009374708284035946
2025-12-01,602,2258459.379615,1.0,5742.241803,9.538607646179402,0.005680350170219035
2025-12-02,1031,4143974.446796168,1.0,19848.635032,19.251828353055284,0.0030451751708056385
2025-12-03,3968,18618139.113543,1.0,288105.984215,72.60735489289314,0.030111500283699445
2025-12-04,2109,55914617.530629,1.0,410419.694533,194.60393292223802,0.01215188225426473
